04:13 ;		 		ExpID; HP_Set;  Fold;   Epoch;   TrainLoss;   		 TrainAcc;             ValLoss;              	ValAcc; 	LR
06:19 ;		 		7; 9; 2; 0; 0.7231243025688898; 0.47619047619047616; 0.6896873116493225; 0.5; 0.0008
06:20 ;		 		7; 9; 2; 1; 0.6706415017445883; 0.6190476190476191; 0.680536937713623; 0.7; 0.0008
06:21 ;		 		7; 9; 2; 2; 0.647637372925168; 0.75; 0.6715864181518555; 0.5; 0.0008
06:22 ;		 		7; 9; 2; 3; 0.6258999790464129; 0.7380952380952381; 0.6759343862533569; 0.5; 0.0008
06:22 ;		 		7; 9; 2; 4; 0.6205344796180725; 0.6547619047619048; 0.6622636914253235; 0.5; 0.0008
06:23 ;		 		7; 9; 2; 5; 0.5870120752425421; 0.75; 0.5559244394302368; 0.8; 0.0008
06:24 ;		 		7; 9; 2; 6; 0.5643253496715; 0.75; 0.5759082496166229; 0.6; 0.0008
06:25 ;		 		7; 9; 2; 7; 0.5234079162279764; 0.7619047619047619; 0.5205196171998978; 0.8; 0.0008
06:26 ;		 		7; 9; 2; 8; 0.5094932544799078; 0.7857142857142857; 0.466164368391037; 0.9; 0.0008
06:26 ;		 		7; 9; 2; 9; 0.4549760293392908; 0.8333333333333334; 0.4502695143222809; 0.8; 0.0008
06:27 ;		 		7; 9; 2; 10; 0.4789028607663654; 0.7619047619047619; 0.457075297832489; 0.8; 0.0008
06:28 ;		 		7; 9; 2; 11; 0.4636168196087792; 0.8214285714285714; 0.3603581964969635; 0.8; 0.0008
06:29 ;		 		7; 9; 2; 12; 0.39332944722402663; 0.8333333333333334; 0.5501449227333068; 0.7; 0.0008
06:29 ;		 		7; 9; 2; 13; 0.3367157961641039; 0.9047619047619048; 0.338206821680069; 0.9; 0.0008
06:30 ;		 		7; 9; 2; 14; 0.40955298997107004; 0.8452380952380952; 0.38243159651756287; 0.9; 0.0008
06:31 ;		 		7; 9; 2; 15; 0.383234230535371; 0.7738095238095238; 0.3731535330414772; 0.9; 0.0008
06:32 ;		 		7; 9; 2; 16; 0.3227353408223107; 0.9047619047619048; 0.27920622676610946; 0.8; 0.0008
06:32 ;		 		7; 9; 2; 17; 0.28414218056769597; 0.9285714285714286; 0.4551926255226135; 0.9; 0.0008
06:33 ;		 		7; 9; 2; 18; 0.28416439039366587; 0.9047619047619048; 0.26696235984563826; 1.0; 0.0008
06:34 ;		 		7; 9; 2; 19; 0.3619500015463148; 0.8690476190476191; 0.24623257145285607; 0.8; 0.0008
06:35 ;		 		7; 9; 2; 20; 0.3054926906313215; 0.8928571428571429; 0.312969371676445; 0.7; 0.0008
06:35 ;		 		7; 9; 2; 21; 0.2827261579888208; 0.9047619047619048; 0.3289118468761444; 0.8; 0.0008
06:36 ;		 		7; 9; 2; 22; 0.22764967949617476; 0.9285714285714286; 0.43349510729312896; 0.9; 0.0008
06:37 ;		 		7; 9; 2; 23; 0.30788094372976393; 0.8690476190476191; 0.23372887969017028; 0.8; 0.0008
06:38 ;		 		7; 9; 2; 24; 0.2375068733734744; 0.9047619047619048; 0.38850012719631194; 0.8; 0.0008
06:38 ;		 		7; 9; 2; 25; 0.29558777897840455; 0.9047619047619048; 0.8758100590202957; 0.6; 0.0008
06:39 ;		 		7; 9; 2; 26; 0.3962580050740923; 0.7976190476190477; 0.9515001535415649; 0.6; 0.0008
06:39 ;		 		7; 9; 2; 27; 0.39184643682979403; 0.8333333333333334; 0.5001011123880744; 0.8; 0.0008
