ExpID,HP_Set,OuterFold_4,Epoch,TrainLoss,TrainAcc,ValLoss,ValAcc,LR,Model
4,6,3,25,0.3230822895254407,0.8809523809523809,0.5739225745201111,0.6,0.0008,MultiViewCNN
4,6,3,26,0.3972677219481695,0.8214285714285714,0.5601922832429409,0.7,0.0008,MultiViewCNN
4,6,3,27,0.3136151205925714,0.8571428571428571,0.2427978813648224,0.9,0.0008,MultiViewCNN
4,6,3,28,0.3001650557631538,0.8809523809523809,0.2664376847445965,0.9,0.0008,MultiViewCNN
4,6,3,29,0.2410443907692319,0.9166666666666666,0.3255271673202514,0.9,0.0008,MultiViewCNN
5,9,0,0,0.6917468833636089,0.4939759036144578,0.6786627888679504,0.7,0.0008,MultiViewCNN
5,9,0,1,0.6595301829188703,0.6987951807228916,0.6644094228744507,0.7,0.0008,MultiViewCNN
5,9,0,2,0.6568589540849249,0.5542168674698795,0.6459569931030273,0.6,0.0008,MultiViewCNN
5,9,0,3,0.6282890474939921,0.6506024096385542,0.6230345129966736,0.7,0.0008,MultiViewCNN
5,9,0,4,0.6319808694253485,0.7349397590361446,0.581322193145752,0.7,0.0008,MultiViewCNN
5,9,0,5,0.6116593681186079,0.7228915662650602,0.5692423939704895,0.8,0.0008,MultiViewCNN
5,9,0,6,0.598928047231881,0.7108433734939759,0.5608666419982911,0.8,0.0008,MultiViewCNN
5,9,0,7,0.5733770455222532,0.7590361445783133,0.5738421678543091,0.8,0.0008,MultiViewCNN
5,9,0,8,0.5158657794257244,0.8192771084337349,0.5501296877861023,0.7,0.0008,MultiViewCNN
5,9,0,9,0.5315611901053463,0.7349397590361446,0.5489093482494354,0.7,0.0008,MultiViewCNN
5,9,0,10,0.4803006333040904,0.8192771084337349,0.6159709930419922,0.6,0.0008,MultiViewCNN
5,9,0,11,0.4439409375190735,0.8795180722891566,0.4307170748710632,0.9,0.0008,MultiViewCNN
5,9,0,12,0.4416478865117912,0.8192771084337349,0.5262914657592773,0.8,0.0008,MultiViewCNN
5,9,0,13,0.4210536135248391,0.8192771084337349,0.4795694947242737,0.7,0.0008,MultiViewCNN
5,9,0,14,0.4089200719293341,0.8313253012048193,0.4413587599992752,0.7,0.0008,MultiViewCNN
5,9,0,15,0.4369368804506509,0.7951807228915663,0.3737166285514831,0.8,0.0008,MultiViewCNN
5,9,0,16,0.3595300695623259,0.8674698795180723,0.8072085201740264,0.7,0.0008,MultiViewCNN
5,9,0,17,0.432378460843879,0.8072289156626506,0.3861935257911682,0.9,0.0008,MultiViewCNN
5,9,0,18,0.3248036426593022,0.8795180722891566,0.4135424256324768,0.9,0.0008,MultiViewCNN
5,9,0,19,0.3406479567827948,0.8554216867469879,0.3134780943393707,0.9,0.0008,MultiViewCNN
5,9,0,20,0.2872091057788895,0.891566265060241,0.3869662284851074,0.8,0.0008,MultiViewCNN
5,9,0,21,0.2951286480010274,0.9036144578313252,0.4054793238639831,0.9,0.0008,MultiViewCNN
5,9,0,22,0.268436424344419,0.8795180722891566,0.3626858830451965,0.8,0.0008,MultiViewCNN
5,9,0,23,0.2949131959712649,0.8795180722891566,0.2844884812831879,0.9,0.0008,MultiViewCNN
5,9,0,24,0.2643594213997025,0.9156626506024096,0.5173242330551148,0.8,0.0008,MultiViewCNN
5,9,0,25,0.2314679823726056,0.9156626506024096,0.5855511426925659,0.8,0.0008,MultiViewCNN
5,9,0,26,0.3396852476051055,0.8674698795180723,0.6408000946044922,0.8,0.0008,MultiViewCNN
5,9,0,27,0.244669241538967,0.927710843373494,0.3024643242359161,0.9,0.0008,MultiViewCNN
5,9,0,28,0.2124339506389146,0.9156626506024096,0.2477691531181335,0.9,0.0008,MultiViewCNN
5,9,0,29,0.333574007433581,0.8554216867469879,0.3879485249519348,0.8,0.0008,MultiViewCNN
5,9,0,30,0.2288832770413663,0.927710843373494,0.3015697479248047,0.8,0.0008,MultiViewCNN
5,9,0,31,0.2184766868510878,0.891566265060241,0.4206348598003387,0.8,0.0008,MultiViewCNN
5,9,0,32,0.2721209414752133,0.8795180722891566,0.5551701784133911,0.7,0.0008,MultiViewCNN
5,9,0,33,0.2803882827241736,0.8795180722891566,0.3029654562473297,0.9,0.0008,MultiViewCNN
6,9,1,0,0.7107970714569092,0.4880952380952381,0.6813979029655457,0.6,0.0008,MultiViewCNN
6,9,1,1,0.6688094337781271,0.5833333333333334,0.6682105541229248,0.6,0.0008,MultiViewCNN
6,9,1,2,0.6415242779822576,0.7142857142857143,0.6446091651916503,0.8,0.0008,MultiViewCNN
6,9,1,3,0.6250166495641073,0.7380952380952381,0.6209440231323242,0.7,0.0008,MultiViewCNN
6,9,1,4,0.5756167599133083,0.7857142857142857,0.6060633540153504,0.8,0.0008,MultiViewCNN
6,9,1,5,0.546929365112668,0.7976190476190477,0.5783323049545288,0.8,0.0008,MultiViewCNN
6,9,1,6,0.5334190343107496,0.7857142857142857,0.528837251663208,0.7,0.0008,MultiViewCNN
6,9,1,7,0.4992281113352094,0.8333333333333334,0.4782792329788208,0.9,0.0008,MultiViewCNN
6,9,1,8,0.4531621649151757,0.8571428571428571,0.4627882242202759,0.8,0.0008,MultiViewCNN
6,9,1,9,0.4459943870703379,0.8333333333333334,0.4584616780281066,0.8,0.0008,MultiViewCNN
6,9,1,10,0.4446636892500378,0.8333333333333334,0.4798332899808883,0.7,0.0008,MultiViewCNN
6,9,1,11,0.3495984616733733,0.9166666666666666,0.3732572197914123,0.9,0.0008,MultiViewCNN
6,9,1,12,0.3699857989947001,0.8571428571428571,0.4076767325401306,0.8,0.0008,MultiViewCNN
6,9,1,13,0.3492408224514552,0.8452380952380952,0.3384335398674011,0.9,0.0008,MultiViewCNN
6,9,1,14,0.328500101963679,0.8928571428571429,0.370414662361145,0.9,0.0008,MultiViewCNN
6,9,1,15,0.2961938111555008,0.8928571428571429,0.3241995751857757,0.9,0.0008,MultiViewCNN
6,9,1,16,0.2706804942517054,0.9166666666666666,0.7424567326903343,0.6,0.0008,MultiViewCNN
6,9,1,17,0.3024414763564155,0.9047619047619048,0.410706877708435,0.8,0.0008,MultiViewCNN
6,9,1,18,0.1867981624035608,0.9404761904761904,0.5499953925609589,0.7,0.0008,MultiViewCNN
6,9,1,19,0.2499868621428807,0.9166666666666666,0.5051924973726273,0.7,0.0008,MultiViewCNN
6,9,1,20,0.2024178710721788,0.9404761904761904,0.277277672290802,0.8,0.0008,MultiViewCNN
6,9,1,21,0.2637370789334887,0.8928571428571429,1.0594026792794466,0.6,0.0008,MultiViewCNN
6,9,1,22,0.3101538419723511,0.8690476190476191,0.1784029930830001,1.0,0.0008,MultiViewCNN
6,9,1,23,0.2454382855267751,0.9166666666666666,0.4750007063150406,0.8,0.0008,MultiViewCNN
6,9,1,24,0.2684460481007893,0.8928571428571429,0.3017119646072387,0.8,0.0008,MultiViewCNN
6,9,1,25,0.3154446397508894,0.8809523809523809,0.4076808199286461,0.7,0.0008,MultiViewCNN
6,9,1,26,0.2771526933425948,0.9047619047619048,0.2646661415696144,0.9,0.0008,MultiViewCNN
6,9,1,27,0.2112850291388375,0.9285714285714286,0.532447436824441,0.7,0.0008,MultiViewCNN
7,9,2,0,0.7231243025688898,0.4761904761904761,0.6896873116493225,0.5,0.0008,MultiViewCNN
7,9,2,1,0.6706415017445883,0.6190476190476191,0.680536937713623,0.7,0.0008,MultiViewCNN
7,9,2,2,0.647637372925168,0.75,0.6715864181518555,0.5,0.0008,MultiViewCNN
7,9,2,3,0.6258999790464129,0.7380952380952381,0.6759343862533569,0.5,0.0008,MultiViewCNN
7,9,2,4,0.6205344796180725,0.6547619047619048,0.6622636914253235,0.5,0.0008,MultiViewCNN
7,9,2,5,0.5870120752425421,0.75,0.5559244394302368,0.8,0.0008,MultiViewCNN
7,9,2,6,0.5643253496715,0.75,0.5759082496166229,0.6,0.0008,MultiViewCNN
7,9,2,7,0.5234079162279764,0.7619047619047619,0.5205196171998978,0.8,0.0008,MultiViewCNN
7,9,2,8,0.5094932544799078,0.7857142857142857,0.466164368391037,0.9,0.0008,MultiViewCNN
7,9,2,9,0.4549760293392908,0.8333333333333334,0.4502695143222809,0.8,0.0008,MultiViewCNN
7,9,2,10,0.4789028607663654,0.7619047619047619,0.457075297832489,0.8,0.0008,MultiViewCNN
7,9,2,11,0.4636168196087792,0.8214285714285714,0.3603581964969635,0.8,0.0008,MultiViewCNN
7,9,2,12,0.3933294472240266,0.8333333333333334,0.5501449227333068,0.7,0.0008,MultiViewCNN
7,9,2,13,0.3367157961641039,0.9047619047619048,0.338206821680069,0.9,0.0008,MultiViewCNN
7,9,2,14,0.40955298997107,0.8452380952380952,0.3824315965175628,0.9,0.0008,MultiViewCNN
7,9,2,15,0.383234230535371,0.7738095238095238,0.3731535330414772,0.9,0.0008,MultiViewCNN
7,9,2,16,0.3227353408223107,0.9047619047619048,0.2792062267661094,0.8,0.0008,MultiViewCNN
7,9,2,17,0.2841421805676959,0.9285714285714286,0.4551926255226135,0.9,0.0008,MultiViewCNN
7,9,2,18,0.2841643903936658,0.9047619047619048,0.2669623598456382,1.0,0.0008,MultiViewCNN
7,9,2,19,0.3619500015463148,0.8690476190476191,0.246232571452856,0.8,0.0008,MultiViewCNN
7,9,2,20,0.3054926906313215,0.8928571428571429,0.312969371676445,0.7,0.0008,MultiViewCNN
7,9,2,21,0.2827261579888208,0.9047619047619048,0.3289118468761444,0.8,0.0008,MultiViewCNN
7,9,2,22,0.2276496794961747,0.9285714285714286,0.4334951072931289,0.9,0.0008,MultiViewCNN
7,9,2,23,0.3078809437297639,0.8690476190476191,0.2337288796901702,0.8,0.0008,MultiViewCNN
7,9,2,24,0.2375068733734744,0.9047619047619048,0.3885001271963119,0.8,0.0008,MultiViewCNN
7,9,2,25,0.2955877789784045,0.9047619047619048,0.8758100590202957,0.6,0.0008,MultiViewCNN
7,9,2,26,0.3962580050740923,0.7976190476190477,0.9515001535415648,0.6,0.0008,MultiViewCNN
7,9,2,27,0.391846436829794,0.8333333333333334,0.5001011123880744,0.8,0.0008,MultiViewCNN
7,9,2,28,0.2327821389550254,0.8928571428571429,1.0357579570263624,0.6,0.0008,MultiViewCNN
8,9,3,0,0.699163590158735,0.4880952380952381,0.6873430609703064,0.5,0.0008,MultiViewCNN
8,9,3,1,0.6768167473021007,0.6071428571428571,0.6785280227661132,0.6,0.0008,MultiViewCNN
8,9,3,2,0.6640320335115705,0.7023809523809523,0.6665890097618103,0.6,0.0008,MultiViewCNN
8,9,3,3,0.6614757435662406,0.6071428571428571,0.6798390865325927,0.5,0.0008,MultiViewCNN
8,9,3,4,0.6143712656838554,0.6785714285714286,0.639648699760437,0.6,0.0008,MultiViewCNN
8,9,3,5,0.6146301428476969,0.75,0.6183894872665405,0.8,0.0008,MultiViewCNN
8,9,3,6,0.6251852029845828,0.6904761904761905,0.6205689549446106,0.6,0.0008,MultiViewCNN
8,9,3,7,0.6190975790932065,0.7142857142857143,0.6639607429504395,0.5,0.0008,MultiViewCNN
8,9,3,8,0.5659544808523995,0.7738095238095238,0.6003586769104003,0.7,0.0008,MultiViewCNN
8,9,3,9,0.5663293628465562,0.7619047619047619,0.5906524419784546,0.6,0.0008,MultiViewCNN
8,9,3,10,0.5722766660508656,0.7261904761904762,0.6006104946136475,0.6,0.0008,MultiViewCNN
8,9,3,11,0.5345908062798637,0.7857142857142857,0.5722585201263428,0.7,0.0008,MultiViewCNN
8,9,3,12,0.5453916688760122,0.7380952380952381,0.4981657028198242,0.9,0.0008,MultiViewCNN
8,9,3,13,0.5064509198779151,0.8214285714285714,0.4958757281303406,1.0,0.0008,MultiViewCNN
8,9,3,14,0.4826292054993765,0.7857142857142857,0.461230981349945,0.8,0.0008,MultiViewCNN
8,9,3,15,0.4485701223214467,0.8333333333333334,0.4178626656532287,0.9,0.0008,MultiViewCNN
8,9,3,16,0.4180322970662798,0.8571428571428571,0.5333381295204163,0.6,0.0008,MultiViewCNN
8,9,3,17,0.3795671874568576,0.9166666666666666,0.3923811316490173,0.9,0.0008,MultiViewCNN
8,9,3,18,0.4348034560680389,0.8333333333333334,0.4258478641510009,0.9,0.0008,MultiViewCNN
8,9,3,19,0.3963246870608556,0.8333333333333334,0.3343080699443817,0.9,0.0008,MultiViewCNN
8,9,3,20,0.3750742943513961,0.8333333333333334,0.4000386849045753,0.8,0.0008,MultiViewCNN
8,9,3,21,0.3459151869728452,0.8571428571428571,0.3358241558074951,0.9,0.0008,MultiViewCNN
8,9,3,22,0.3459288279215495,0.8333333333333334,0.4818885684013366,0.6,0.0008,MultiViewCNN
8,9,3,23,0.3600582863603319,0.8571428571428571,0.5904908761382103,0.8,0.0008,MultiViewCNN
8,9,3,24,0.2782315164804458,0.8809523809523809,0.2841777205467224,0.9,0.0008,MultiViewCNN
8,9,3,25,0.2880657152051017,0.8571428571428571,0.3091738626360893,0.9,0.0008,MultiViewCNN
8,9,3,26,0.276845565864018,0.9285714285714286,0.3651392191648483,0.9,0.0008,MultiViewCNN
8,9,3,27,0.3924578800797462,0.8095238095238095,0.3458442062139511,0.9,0.0008,MultiViewCNN
8,9,3,28,0.2670515988554273,0.8809523809523809,0.8671567430719733,0.5,0.0008,MultiViewCNN
8,9,3,29,0.2829155836786542,0.8571428571428571,0.4921129465103149,0.5,0.0008,MultiViewCNN
