Model,outer_fold,inner_fold,paramID,LR,WD,DR,epochs,epoch,val_loss,best_val_loss,fold,avg_val_loss
MultiViewCNN,2,1,1,0.0005,0.0001,0.2,10.0,1.0,0.6781982164229116,,,
MultiViewCNN,2,1,1,0.0005,0.0001,0.2,10.0,2.0,0.6686912409720882,,,
MultiViewCNN,2,1,1,0.0005,0.0001,0.2,10.0,3.0,0.6629624885897483,,,
MultiViewCNN,2,1,1,0.0005,0.0001,0.2,10.0,4.0,0.6525834587312513,,,
MultiViewCNN,2,1,1,0.0005,0.0001,0.2,10.0,5.0,0.6486517344751666,,,
MultiViewCNN,2,1,1,0.0005,0.0001,0.2,10.0,6.0,0.6423243880271912,,,
MultiViewCNN,2,1,1,0.0005,0.0001,0.2,10.0,7.0,0.6376187570633427,,,
MultiViewCNN,2,1,1,0.0005,0.0001,0.2,10.0,8.0,0.6345397618509108,,,
MultiViewCNN,2,1,1,0.0005,0.0001,0.2,10.0,9.0,0.6354321722061403,,,
MultiViewCNN,2,1,1,0.0005,0.0001,0.2,10.0,,,0.6345,,
MultiViewCNN,2,2,1,0.0005,0.0001,0.2,10.0,0.0,0.690588322377974,,,
MultiViewCNN,2,2,1,0.0005,0.0001,0.2,10.0,1.0,0.6826498643044503,,,
MultiViewCNN,2,2,1,0.0005,0.0001,0.2,10.0,2.0,0.6735081018940094,,,
MultiViewCNN,2,2,1,0.0005,0.0001,0.2,10.0,3.0,0.6636193298524425,,,
MultiViewCNN,2,2,1,0.0005,0.0001,0.2,10.0,4.0,0.6586716751898488,,,
MultiViewCNN,2,2,1,0.0005,0.0001,0.2,10.0,5.0,0.6527956935667223,,,
MultiViewCNN,2,2,1,0.0005,0.0001,0.2,10.0,6.0,0.6416636916898912,,,
MultiViewCNN,2,2,1,0.0005,0.0001,0.2,10.0,7.0,0.6360611550269588,,,
MultiViewCNN,2,2,1,0.0005,0.0001,0.2,10.0,8.0,0.6326399407079143,,,
MultiViewCNN,2,2,1,0.0005,0.0001,0.2,10.0,9.0,0.6289959626813089,,,
MultiViewCNN,2,2,1,0.0005,0.0001,0.2,10.0,,,0.629,,
MultiViewCNN,2,2,1,,,,,,,,2.0,0.6165
MultiViewCNN,2,0,2,0.0005,0.0001,0.3,10.0,0.0,0.6926821917295456,,,
MultiViewCNN,2,0,2,0.0005,0.0001,0.3,10.0,1.0,0.6856721043586731,,,
MultiViewCNN,2,0,2,0.0005,0.0001,0.3,10.0,2.0,0.675875186920166,,,
MultiViewCNN,2,0,2,0.0005,0.0001,0.3,10.0,3.0,0.6667856127023697,,,
MultiViewCNN,2,0,2,0.0005,0.0001,0.3,10.0,4.0,0.6615307480096817,,,
MultiViewCNN,2,0,2,0.0005,0.0001,0.3,10.0,5.0,0.654483363032341,,,
MultiViewCNN,2,0,2,0.0005,0.0001,0.3,10.0,6.0,0.6513632386922836,,,
MultiViewCNN,2,0,2,0.0005,0.0001,0.3,10.0,7.0,0.6430800408124924,,,
MultiViewCNN,2,0,2,0.0005,0.0001,0.3,10.0,8.0,0.6326115876436234,,,
MultiViewCNN,2,0,2,0.0005,0.0001,0.3,10.0,9.0,0.627501368522644,,,
MultiViewCNN,2,0,2,0.0005,0.0001,0.3,10.0,,,0.6275,,
MultiViewCNN,2,1,2,0.0005,0.0001,0.3,10.0,0.0,0.6875346418349974,,,
MultiViewCNN,2,1,2,0.0005,0.0001,0.3,10.0,1.0,0.6803657162574029,,,
MultiViewCNN,2,1,2,0.0005,0.0001,0.3,10.0,2.0,0.670646273320721,,,
MultiViewCNN,2,1,2,0.0005,0.0001,0.3,10.0,3.0,0.6618046856695606,,,
MultiViewCNN,2,1,2,0.0005,0.0001,0.3,10.0,4.0,0.657167871152201,,,
MultiViewCNN,2,1,2,0.0005,0.0001,0.3,10.0,5.0,0.6476227083513814,,,
MultiViewCNN,2,1,2,0.0005,0.0001,0.3,10.0,6.0,0.6273953530096239,,,
MultiViewCNN,2,1,2,0.0005,0.0001,0.3,10.0,7.0,0.6092281399234649,,,
MultiViewCNN,2,1,2,0.0005,0.0001,0.3,10.0,8.0,0.6038143288704657,,,
MultiViewCNN,2,1,2,0.0005,0.0001,0.3,10.0,9.0,0.5920357761844512,,,
MultiViewCNN,2,1,2,0.0005,0.0001,0.3,10.0,,,0.592,,
MultiViewCNN,2,2,2,0.0005,0.0001,0.3,10.0,0.0,0.6896156976299901,,,
MultiViewCNN,2,2,2,0.0005,0.0001,0.3,10.0,1.0,0.6828560463843807,,,
MultiViewCNN,2,2,2,0.0005,0.0001,0.3,10.0,2.0,0.673927455179153,,,
MultiViewCNN,2,2,2,0.0005,0.0001,0.3,10.0,3.0,0.6656158931793705,,,
MultiViewCNN,2,2,2,0.0005,0.0001,0.3,10.0,4.0,0.6575433996415907,,,
MultiViewCNN,2,2,2,0.0005,0.0001,0.3,10.0,5.0,0.6505199709246235,,,
MultiViewCNN,2,2,2,0.0005,0.0001,0.3,10.0,6.0,0.6442196234580009,,,
MultiViewCNN,2,2,2,0.0005,0.0001,0.3,10.0,7.0,0.6296444823665004,,,
MultiViewCNN,2,2,2,0.0005,0.0001,0.3,10.0,8.0,0.6279914513711007,,,
MultiViewCNN,2,2,2,0.0005,0.0001,0.3,10.0,9.0,0.6186774046190323,,,
MultiViewCNN,2,2,2,0.0005,0.0001,0.3,10.0,,,0.6187,,
MultiViewCNN,2,2,2,,,,,,,,2.0,0.6127
MultiViewCNN,2,0,3,0.0005,0.0001,0.4,10.0,0.0,0.689087301492691,,,
MultiViewCNN,2,0,3,0.0005,0.0001,0.4,10.0,1.0,0.6824621260166168,,,
MultiViewCNN,2,0,3,0.0005,0.0001,0.4,10.0,2.0,0.6730471700429916,,,
MultiViewCNN,2,0,3,0.0005,0.0001,0.4,10.0,3.0,0.662607729434967,,,
MultiViewCNN,2,0,3,0.0005,0.0001,0.4,10.0,4.0,0.6515862941741943,,,
MultiViewCNN,2,0,3,0.0005,0.0001,0.4,10.0,5.0,0.639311283826828,,,
MultiViewCNN,2,0,3,0.0005,0.0001,0.4,10.0,6.0,0.632298469543457,,,
MultiViewCNN,2,0,3,0.0005,0.0001,0.4,10.0,7.0,0.623335599899292,,,
MultiViewCNN,2,0,3,0.0005,0.0001,0.4,10.0,8.0,0.6147336512804031,,,
MultiViewCNN,2,0,3,0.0005,0.0001,0.4,10.0,9.0,0.5982388705015182,,,
MultiViewCNN,2,0,3,0.0005,0.0001,0.4,10.0,,,0.5982,,
MultiViewCNN,2,1,3,0.0005,0.0001,0.4,10.0,0.0,0.6896624372851464,,,
MultiViewCNN,2,1,3,0.0005,0.0001,0.4,10.0,1.0,0.6842325637417455,,,
MultiViewCNN,2,1,3,0.0005,0.0001,0.4,10.0,2.0,0.6779069804376171,,,
MultiViewCNN,2,1,3,0.0005,0.0001,0.4,10.0,3.0,0.6742540482551821,,,
MultiViewCNN,2,1,3,0.0005,0.0001,0.4,10.0,4.0,0.6739586572493276,,,
MultiViewCNN,2,1,3,0.0005,0.0001,0.4,10.0,5.0,0.664891408335778,,,
MultiViewCNN,2,1,3,0.0005,0.0001,0.4,10.0,6.0,0.6600217242394725,,,
MultiViewCNN,2,1,3,0.0005,0.0001,0.4,10.0,7.0,0.659554656474821,,,
MultiViewCNN,2,1,3,0.0005,0.0001,0.4,10.0,8.0,0.6598093471219463,,,
MultiViewCNN,2,1,3,0.0005,0.0001,0.4,10.0,9.0,0.657251121536378,,,
MultiViewCNN,2,1,3,0.0005,0.0001,0.4,10.0,,,0.6573,,
MultiViewCNN,2,2,3,0.0005,0.0001,0.4,10.0,0.0,0.6929308041449516,,,
MultiViewCNN,2,2,3,0.0005,0.0001,0.4,10.0,1.0,0.6866391416518919,,,
MultiViewCNN,2,2,3,0.0005,0.0001,0.4,10.0,2.0,0.6767888242198575,,,
MultiViewCNN,2,2,3,0.0005,0.0001,0.4,10.0,3.0,0.6673283788465685,,,
MultiViewCNN,2,2,3,0.0005,0.0001,0.4,10.0,4.0,0.6583519154979337,,,
MultiViewCNN,2,2,3,0.0005,0.0001,0.4,10.0,5.0,0.6471542869844744,,,
MultiViewCNN,2,2,3,0.0005,0.0001,0.4,10.0,6.0,0.636435003049912,,,
MultiViewCNN,2,2,3,0.0005,0.0001,0.4,10.0,7.0,0.6285897358771293,,,
MultiViewCNN,2,2,3,0.0005,0.0001,0.4,10.0,8.0,0.6206554385923571,,,
MultiViewCNN,2,2,3,0.0005,0.0001,0.4,10.0,9.0,0.6158428942003558,,,
MultiViewCNN,2,2,3,0.0005,0.0001,0.4,10.0,,,0.6158,,
MultiViewCNN,2,2,3,,,,,,,,2.0,0.6238
MultiViewCNN,2,0,4,0.0005,1e-06,0.2,10.0,0.0,0.6870041638612747,,,
MultiViewCNN,2,0,4,0.0005,1e-06,0.2,10.0,1.0,0.6791364550590515,,,
MultiViewCNN,2,0,4,0.0005,1e-06,0.2,10.0,2.0,0.6686492711305618,,,
MultiViewCNN,2,0,4,0.0005,1e-06,0.2,10.0,3.0,0.6571841686964035,,,
MultiViewCNN,2,0,4,0.0005,1e-06,0.2,10.0,4.0,0.6499907225370407,,,
MultiViewCNN,2,0,4,0.0005,1e-06,0.2,10.0,5.0,0.6458829194307327,,,
MultiViewCNN,2,0,4,0.0005,1e-06,0.2,10.0,6.0,0.6405821144580841,,,
MultiViewCNN,2,0,4,0.0005,1e-06,0.2,10.0,7.0,0.6302260011434555,,,
MultiViewCNN,2,0,4,0.0005,1e-06,0.2,10.0,8.0,0.6209297627210617,,,
MultiViewCNN,2,0,4,0.0005,1e-06,0.2,10.0,9.0,0.6130462065339088,,,
MultiViewCNN,2,0,4,0.0005,1e-06,0.2,10.0,,,0.613,,
MultiViewCNN,2,1,4,0.0005,1e-06,0.2,10.0,0.0,0.6879702825700084,,,
MultiViewCNN,2,1,4,0.0005,1e-06,0.2,10.0,1.0,0.6749401803939573,,,
MultiViewCNN,2,1,4,0.0005,1e-06,0.2,10.0,2.0,0.6570772951649081,,,
MultiViewCNN,2,1,4,0.0005,1e-06,0.2,10.0,3.0,0.646802592662073,,,
MultiViewCNN,2,1,4,0.0005,1e-06,0.2,10.0,4.0,0.6377752404059133,,,
MultiViewCNN,2,1,4,0.0005,1e-06,0.2,10.0,5.0,0.6095526333778135,,,
MultiViewCNN,2,1,4,0.0005,1e-06,0.2,10.0,6.0,0.595341024860259,,,
MultiViewCNN,2,1,4,0.0005,1e-06,0.2,10.0,7.0,0.5791440586889943,,,
MultiViewCNN,2,1,4,0.0005,1e-06,0.2,10.0,8.0,0.5608502338009496,,,
MultiViewCNN,2,1,4,0.0005,1e-06,0.2,10.0,9.0,0.5565186623604067,,,
MultiViewCNN,2,1,4,0.0005,1e-06,0.2,10.0,,,0.5565,,
MultiViewCNN,2,2,4,0.0005,1e-06,0.2,10.0,0.0,0.6899552979776936,,,
MultiViewCNN,2,2,4,0.0005,1e-06,0.2,10.0,1.0,0.6836389533935054,,,
MultiViewCNN,2,2,4,0.0005,1e-06,0.2,10.0,2.0,0.6747466710305983,,,
MultiViewCNN,2,2,4,0.0005,1e-06,0.2,10.0,3.0,0.6625184570589373,,,
MultiViewCNN,2,2,4,0.0005,1e-06,0.2,10.0,4.0,0.6518089636679618,,,
MultiViewCNN,2,2,4,0.0005,1e-06,0.2,10.0,5.0,0.6411094031026286,,,
MultiViewCNN,2,2,4,0.0005,1e-06,0.2,10.0,6.0,0.6391931060821779,,,
MultiViewCNN,2,2,4,0.0005,1e-06,0.2,10.0,7.0,0.641291452992347,,,
MultiViewCNN,2,2,4,0.0005,1e-06,0.2,10.0,8.0,0.6167098360676919,,,
MultiViewCNN,2,2,4,0.0005,1e-06,0.2,10.0,9.0,0.6075944612103124,,,
MultiViewCNN,2,2,4,0.0005,1e-06,0.2,10.0,,,0.6076,,
MultiViewCNN,2,2,4,,,,,,,,2.0,0.5924
MultiViewCNN,2,0,5,0.0002,0.0001,0.2,10.0,0.0,0.6940803974866867,,,
MultiViewCNN,2,0,5,0.0002,0.0001,0.2,10.0,1.0,0.6915394365787506,,,
MultiViewCNN,2,0,5,0.0002,0.0001,0.2,10.0,2.0,0.6861161887645721,,,
MultiViewCNN,2,0,5,0.0002,0.0001,0.2,10.0,3.0,0.6803156733512878,,,
MultiViewCNN,2,0,5,0.0002,0.0001,0.2,10.0,4.0,0.675215020775795,,,
MultiViewCNN,2,0,5,0.0002,0.0001,0.2,10.0,5.0,0.670878678560257,,,
MultiViewCNN,2,0,5,0.0002,0.0001,0.2,10.0,6.0,0.667362704873085,,,
MultiViewCNN,2,0,5,0.0002,0.0001,0.2,10.0,7.0,0.6629724949598312,,,
MultiViewCNN,2,0,5,0.0002,0.0001,0.2,10.0,8.0,0.6581340879201889,,,
MultiViewCNN,2,0,5,0.0002,0.0001,0.2,10.0,9.0,0.6532518416643143,,,
MultiViewCNN,2,0,5,0.0002,0.0001,0.2,10.0,,,0.6533,,
MultiViewCNN,2,1,5,0.0002,0.0001,0.2,10.0,0.0,0.6920444946135244,,,
MultiViewCNN,2,1,5,0.0002,0.0001,0.2,10.0,1.0,0.6903554201126099,,,
MultiViewCNN,2,1,5,0.0002,0.0001,0.2,10.0,2.0,0.6870590429152211,,,
MultiViewCNN,2,1,5,0.0002,0.0001,0.2,10.0,3.0,0.68249915107604,,,
MultiViewCNN,2,1,5,0.0002,0.0001,0.2,10.0,4.0,0.6773308592457925,,,
MultiViewCNN,2,1,5,0.0002,0.0001,0.2,10.0,5.0,0.6726788551576676,,,
MultiViewCNN,2,1,5,0.0002,0.0001,0.2,10.0,6.0,0.6673503383513419,,,
MultiViewCNN,2,1,5,0.0002,0.0001,0.2,10.0,7.0,0.6645018516048309,,,
MultiViewCNN,2,1,5,0.0002,0.0001,0.2,10.0,8.0,0.6625753045082092,,,
MultiViewCNN,2,1,5,0.0002,0.0001,0.2,10.0,9.0,0.6579989502506871,,,
MultiViewCNN,2,1,5,0.0002,0.0001,0.2,10.0,,,0.658,,
MultiViewCNN,2,2,5,0.0002,0.0001,0.2,10.0,0.0,0.687401867681934,,,
MultiViewCNN,2,2,5,0.0002,0.0001,0.2,10.0,1.0,0.6852517301036466,,,
MultiViewCNN,2,2,5,0.0002,0.0001,0.2,10.0,2.0,0.6816500752202926,,,
MultiViewCNN,2,2,5,0.0002,0.0001,0.2,10.0,3.0,0.6770124877652814,,,
MultiViewCNN,2,2,5,0.0002,0.0001,0.2,10.0,4.0,0.6727161388243398,,,
MultiViewCNN,2,2,5,0.0002,0.0001,0.2,10.0,5.0,0.6680687166029408,,,
MultiViewCNN,2,2,5,0.0002,0.0001,0.2,10.0,6.0,0.6642368974224213,,,
MultiViewCNN,2,2,5,0.0002,0.0001,0.2,10.0,7.0,0.6603414416313171,,,
MultiViewCNN,2,2,5,0.0002,0.0001,0.2,10.0,8.0,0.6563614279993119,,,
MultiViewCNN,2,2,5,0.0002,0.0001,0.2,10.0,9.0,0.6534896781367641,,,
MultiViewCNN,2,2,5,0.0002,0.0001,0.2,10.0,,,0.6535,,
MultiViewCNN,2,2,5,,,,,,,,2.0,0.6549
MultiViewCNN,2,0,6,0.0008,0.0001,0.2,10.0,0.0,0.6827468723058701,,,
MultiViewCNN,2,0,6,0.0008,0.0001,0.2,10.0,1.0,0.6639446169137955,,,
MultiViewCNN,2,0,6,0.0008,0.0001,0.2,10.0,2.0,0.643784373998642,,,
MultiViewCNN,2,0,6,0.0008,0.0001,0.2,10.0,3.0,0.62476646900177,,,
MultiViewCNN,2,0,6,0.0008,0.0001,0.2,10.0,4.0,0.6039886474609375,,,
MultiViewCNN,2,0,6,0.0008,0.0001,0.2,10.0,5.0,0.5793469548225403,,,
MultiViewCNN,2,0,6,0.0008,0.0001,0.2,10.0,6.0,0.5728545784950256,,,
MultiViewCNN,2,0,6,0.0008,0.0001,0.2,10.0,7.0,0.576058492064476,,,
MultiViewCNN,2,0,6,0.0008,0.0001,0.2,10.0,8.0,0.5768641754984856,,,
MultiViewCNN,2,0,6,0.0008,0.0001,0.2,10.0,9.0,0.5506897047162056,,,
MultiViewCNN,2,0,6,0.0008,0.0001,0.2,10.0,,,0.5507,,
MultiViewCNN,2,1,6,0.0008,0.0001,0.2,10.0,0.0,0.6893916533839318,,,
MultiViewCNN,2,1,6,0.0008,0.0001,0.2,10.0,1.0,0.6784640569840709,,,
MultiViewCNN,2,1,6,0.0008,0.0001,0.2,10.0,2.0,0.6684186285541903,,,
MultiViewCNN,2,1,6,0.0008,0.0001,0.2,10.0,3.0,0.6652427930985728,,,
MultiViewCNN,2,1,6,0.0008,0.0001,0.2,10.0,4.0,0.6390164898287866,,,
MultiViewCNN,2,1,6,0.0008,0.0001,0.2,10.0,5.0,0.638672165332302,,,
MultiViewCNN,2,1,6,0.0008,0.0001,0.2,10.0,6.0,0.6166523022036399,,,
MultiViewCNN,2,1,6,0.0008,0.0001,0.2,10.0,7.0,0.6195906862135856,,,
MultiViewCNN,2,1,6,0.0008,0.0001,0.2,10.0,8.0,0.646181212317559,,,
MultiViewCNN,2,1,6,0.0008,0.0001,0.2,10.0,9.0,0.6642178297042847,,,
MultiViewCNN,2,1,6,0.0008,0.0001,0.2,10.0,,,0.6167,,
MultiViewCNN,2,2,6,0.0008,0.0001,0.2,10.0,0.0,0.6865595656056558,,,
MultiViewCNN,2,2,6,0.0008,0.0001,0.2,10.0,1.0,0.6741218874531407,,,
MultiViewCNN,2,2,6,0.0008,0.0001,0.2,10.0,2.0,0.6591814314165423,,,
MultiViewCNN,2,2,6,0.0008,0.0001,0.2,10.0,3.0,0.6460471191713887,,,
MultiViewCNN,2,2,6,0.0008,0.0001,0.2,10.0,4.0,0.6315345706478241,,,
MultiViewCNN,2,2,6,0.0008,0.0001,0.2,10.0,5.0,0.6174433615899855,,,
MultiViewCNN,2,2,6,0.0008,0.0001,0.2,10.0,6.0,0.6834500739651341,,,
MultiViewCNN,2,2,6,0.0008,0.0001,0.2,10.0,7.0,0.6431157204412645,,,
MultiViewCNN,2,2,6,0.0008,0.0001,0.2,10.0,8.0,0.5916586191423477,,,
MultiViewCNN,2,2,6,0.0008,0.0001,0.2,10.0,9.0,0.573866440403846,,,
MultiViewCNN,2,2,6,0.0008,0.0001,0.2,10.0,,,0.5739,,
MultiViewCNN,2,2,6,,,,,,,,2.0,0.5804
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,0.0,0.6805720627307892,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,1.0,0.6714445054531097,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,2.0,0.6621211022138596,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,3.0,0.6500382125377655,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,4.0,0.6407872587442398,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,5.0,0.6421809643507004,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,6.0,0.6507541537284851,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,7.0,0.6101385951042175,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,8.0,0.598895899951458,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,9.0,0.5960675403475761,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,,,0.5961,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,0.0,0.6842978885096889,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,1.0,0.6742697877268637,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,2.0,0.6636480400639195,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,3.0,0.655054061643539,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,4.0,0.6488988168777958,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,5.0,0.6366062568080041,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,6.0,0.6249444234755731,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,7.0,0.6206569344766678,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,8.0,0.6754083210422147,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,9.0,0.6049175300905781,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,,,0.6049,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,0.0,0.6882379554933117,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,1.0,0.677829006025868,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,2.0,0.6688259397783587,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,3.0,0.6605991509652906,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,4.0,0.6516148371081198,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,5.0,0.6426316192073207,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,6.0,0.6345212863337609,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,7.0,0.64581698179245,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,8.0,0.6241241828087838,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,9.0,0.6210195306808718,,,
MultiViewCNN,2,2,9,0.0008,1e-06,0.2,10.0,,,0.621,,
MultiViewCNN,2,2,9,,,,,,,,2.0,0.6073
MultiViewCNN,3,0,1,0.0005,0.0001,0.2,10.0,0.0,0.6877084076404572,,,
MultiViewCNN,3,0,1,0.0005,0.0001,0.2,10.0,1.0,0.6739232391119003,,,
MultiViewCNN,3,0,1,0.0005,0.0001,0.2,10.0,2.0,0.6527301222085953,,,
MultiViewCNN,3,0,1,0.0005,0.0001,0.2,10.0,3.0,0.6320445537567139,,,
MultiViewCNN,3,0,1,0.0005,0.0001,0.2,10.0,4.0,0.6127049028873444,,,
MultiViewCNN,3,0,1,0.0005,0.0001,0.2,10.0,5.0,0.6033999770879745,,,
MultiViewCNN,3,0,1,0.0005,0.0001,0.2,10.0,6.0,0.5862247347831726,,,
MultiViewCNN,3,0,1,0.0005,0.0001,0.2,10.0,7.0,0.571716919541359,,,
MultiViewCNN,3,0,1,0.0005,0.0001,0.2,10.0,8.0,0.5687353610992432,,,
MultiViewCNN,3,0,1,0.0005,0.0001,0.2,10.0,9.0,0.5677699446678162,,,
MultiViewCNN,3,0,1,0.0005,0.0001,0.2,10.0,,,0.5678,,
MultiViewCNN,3,1,1,0.0005,0.0001,0.2,10.0,0.0,0.6924445686801788,,,
MultiViewCNN,3,1,1,0.0005,0.0001,0.2,10.0,1.0,0.6832772089589026,,,
MultiViewCNN,3,1,1,0.0005,0.0001,0.2,10.0,2.0,0.6762465988436053,,,
MultiViewCNN,3,1,1,0.0005,0.0001,0.2,10.0,3.0,0.663773569368547,,,
MultiViewCNN,3,1,1,0.0005,0.0001,0.2,10.0,4.0,0.6604856252670288,,,
MultiViewCNN,3,1,1,0.0005,0.0001,0.2,10.0,5.0,0.6643349643676512,,,
MultiViewCNN,3,1,1,0.0005,0.0001,0.2,10.0,6.0,0.655889182321487,,,
MultiViewCNN,3,1,1,0.0005,0.0001,0.2,10.0,7.0,0.6310171119628414,,,
MultiViewCNN,3,1,1,0.0005,0.0001,0.2,10.0,8.0,0.6224635974053414,,,
MultiViewCNN,3,1,1,0.0005,0.0001,0.2,10.0,9.0,0.6112504265000743,,,
MultiViewCNN,3,1,1,0.0005,0.0001,0.2,10.0,,,0.6113,,
MultiViewCNN,3,2,1,0.0005,0.0001,0.2,10.0,0.0,0.6867262990243973,,,
MultiViewCNN,3,2,1,0.0005,0.0001,0.2,10.0,1.0,0.6809193222753464,,,
MultiViewCNN,3,2,1,0.0005,0.0001,0.2,10.0,2.0,0.6709753447963346,,,
MultiViewCNN,3,2,1,0.0005,0.0001,0.2,10.0,3.0,0.6591809468884622,,,
MultiViewCNN,3,2,1,0.0005,0.0001,0.2,10.0,4.0,0.6460131560602496,,,
MultiViewCNN,3,2,1,0.0005,0.0001,0.2,10.0,5.0,0.632361150556995,,,
MultiViewCNN,3,2,1,0.0005,0.0001,0.2,10.0,6.0,0.6234179177591878,,,
MultiViewCNN,3,2,1,0.0005,0.0001,0.2,10.0,7.0,0.6128295313927435,,,
MultiViewCNN,3,2,1,0.0005,0.0001,0.2,10.0,8.0,0.6041576497016414,,,
MultiViewCNN,3,2,1,0.0005,0.0001,0.2,10.0,9.0,0.5902624534022424,,,
MultiViewCNN,3,2,1,0.0005,0.0001,0.2,10.0,,,0.5903,,
MultiViewCNN,3,3,1,,,,,,,,3.0,0.5898
MultiViewCNN,3,0,2,0.0005,0.0001,0.3,10.0,0.0,0.6888421922922134,,,
MultiViewCNN,3,0,2,0.0005,0.0001,0.3,10.0,1.0,0.6821858435869217,,,
MultiViewCNN,3,0,2,0.0005,0.0001,0.3,10.0,2.0,0.6723229140043259,,,
MultiViewCNN,3,0,2,0.0005,0.0001,0.3,10.0,3.0,0.6626733839511871,,,
MultiViewCNN,3,0,2,0.0005,0.0001,0.3,10.0,4.0,0.6520945429801941,,,
MultiViewCNN,3,0,2,0.0005,0.0001,0.3,10.0,5.0,0.6426790803670883,,,
MultiViewCNN,3,0,2,0.0005,0.0001,0.3,10.0,6.0,0.632341593503952,,,
MultiViewCNN,3,0,2,0.0005,0.0001,0.3,10.0,7.0,0.6184941083192825,,,
MultiViewCNN,3,0,2,0.0005,0.0001,0.3,10.0,8.0,0.6011885702610016,,,
MultiViewCNN,3,0,2,0.0005,0.0001,0.3,10.0,9.0,0.5929406881332397,,,
MultiViewCNN,3,0,2,0.0005,0.0001,0.3,10.0,,,0.5929,,
MultiViewCNN,3,1,2,0.0005,0.0001,0.3,10.0,0.0,0.6999076989389235,,,
MultiViewCNN,3,1,2,0.0005,0.0001,0.3,10.0,1.0,0.6910109366140058,,,
MultiViewCNN,3,1,2,0.0005,0.0001,0.3,10.0,2.0,0.6824356932793895,,,
MultiViewCNN,3,1,2,0.0005,0.0001,0.3,10.0,3.0,0.6771873677930524,,,
MultiViewCNN,3,1,2,0.0005,0.0001,0.3,10.0,4.0,0.671971567215458,,,
MultiViewCNN,3,1,2,0.0005,0.0001,0.3,10.0,5.0,0.6679628702902025,,,
MultiViewCNN,3,1,2,0.0005,0.0001,0.3,10.0,6.0,0.6589302978207988,,,
MultiViewCNN,3,1,2,0.0005,0.0001,0.3,10.0,7.0,0.6564538613442452,,,
MultiViewCNN,3,1,2,0.0005,0.0001,0.3,10.0,8.0,0.6456458972346398,,,
MultiViewCNN,3,1,2,0.0005,0.0001,0.3,10.0,9.0,0.6413552934123624,,,
MultiViewCNN,3,1,2,0.0005,0.0001,0.3,10.0,,,0.6414,,
MultiViewCNN,3,2,2,0.0005,0.0001,0.3,10.0,0.0,0.6923433369205844,,,
MultiViewCNN,3,2,2,0.0005,0.0001,0.3,10.0,1.0,0.6837214827537537,,,
MultiViewCNN,3,2,2,0.0005,0.0001,0.3,10.0,2.0,0.6720132635485742,,,
MultiViewCNN,3,2,2,0.0005,0.0001,0.3,10.0,3.0,0.6593381762504578,,,
MultiViewCNN,3,2,2,0.0005,0.0001,0.3,10.0,4.0,0.648235147999179,,,
MultiViewCNN,3,2,2,0.0005,0.0001,0.3,10.0,5.0,0.6393601990515186,,,
MultiViewCNN,3,2,2,0.0005,0.0001,0.3,10.0,6.0,0.6291938347201194,,,
MultiViewCNN,3,2,2,0.0005,0.0001,0.3,10.0,7.0,0.6246548218111838,,,
MultiViewCNN,3,2,2,0.0005,0.0001,0.3,10.0,8.0,0.6148180615517401,,,
