Model,outer_fold,inner_fold,paramID,LR,WD,DR,epochs,epoch,val_loss,best_val_loss,fold,avg_val_loss
MultiViewCNN,0,2,9,0.0008,1e-06,0.2,10.0,4.0,0.6636381168519297,,,
MultiViewCNN,0,2,9,0.0008,1e-06,0.2,10.0,5.0,0.6793011176970697,,,
MultiViewCNN,0,2,9,0.0008,1e-06,0.2,10.0,6.0,0.6721631903802195,,,
MultiViewCNN,0,2,9,0.0008,1e-06,0.2,10.0,7.0,0.6280446888939026,,,
MultiViewCNN,0,2,9,0.0008,1e-06,0.2,10.0,8.0,0.6024823015735995,,,
MultiViewCNN,0,2,9,0.0008,1e-06,0.2,10.0,9.0,0.5730758876569809,,,
MultiViewCNN,0,2,9,0.0008,1e-06,0.2,10.0,,,0.5731,,
MultiViewCNN,0,0,9,,,,,,,,0.0,0.568
MultiViewCNN,1,0,1,0.0005,0.0001,0.2,10.0,0.0,0.6897792220115662,,,
MultiViewCNN,1,0,1,0.0005,0.0001,0.2,10.0,1.0,0.6790162473917007,,,
MultiViewCNN,1,0,1,0.0005,0.0001,0.2,10.0,2.0,0.6606814861297607,,,
MultiViewCNN,1,0,1,0.0005,0.0001,0.2,10.0,3.0,0.6446920186281204,,,
MultiViewCNN,1,0,1,0.0005,0.0001,0.2,10.0,4.0,0.6357696354389191,,,
MultiViewCNN,1,0,1,0.0005,0.0001,0.2,10.0,5.0,0.6242300868034363,,,
MultiViewCNN,1,0,1,0.0005,0.0001,0.2,10.0,6.0,0.6113474518060684,,,
MultiViewCNN,1,0,1,0.0005,0.0001,0.2,10.0,7.0,0.6030273288488388,,,
MultiViewCNN,1,0,1,0.0005,0.0001,0.2,10.0,8.0,0.5945227891206741,,,
MultiViewCNN,1,0,1,0.0005,0.0001,0.2,10.0,9.0,0.5944157242774963,,,
MultiViewCNN,1,0,1,0.0005,0.0001,0.2,10.0,,,0.5944,,
MultiViewCNN,1,1,1,0.0005,0.0001,0.2,10.0,0.0,0.6826630042445275,,,
MultiViewCNN,1,1,1,0.0005,0.0001,0.2,10.0,1.0,0.6699687953918211,,,
MultiViewCNN,1,1,1,0.0005,0.0001,0.2,10.0,2.0,0.6514293455308483,,,
MultiViewCNN,1,1,1,0.0005,0.0001,0.2,10.0,3.0,0.638018379288335,,,
MultiViewCNN,1,1,1,0.0005,0.0001,0.2,10.0,4.0,0.6293249534022424,,,
MultiViewCNN,1,1,1,0.0005,0.0001,0.2,10.0,5.0,0.6148436627080364,,,
MultiViewCNN,1,1,1,0.0005,0.0001,0.2,10.0,6.0,0.6080439475274855,,,
MultiViewCNN,1,1,1,0.0005,0.0001,0.2,10.0,7.0,0.5974681415865498,,,
MultiViewCNN,1,1,1,0.0005,0.0001,0.2,10.0,8.0,0.5805155538743542,,,
MultiViewCNN,1,1,1,0.0005,0.0001,0.2,10.0,9.0,0.5909101924588603,,,
MultiViewCNN,1,1,1,0.0005,0.0001,0.2,10.0,,,0.5805,,
MultiViewCNN,1,2,1,0.0005,0.0001,0.2,10.0,0.0,0.6899381741400687,,,
MultiViewCNN,1,2,1,0.0005,0.0001,0.2,10.0,1.0,0.680880734997411,,,
MultiViewCNN,1,2,1,0.0005,0.0001,0.2,10.0,2.0,0.6713706639505201,,,
MultiViewCNN,1,2,1,0.0005,0.0001,0.2,10.0,3.0,0.6629152663292424,,,
MultiViewCNN,1,2,1,0.0005,0.0001,0.2,10.0,4.0,0.6492161846929981,,,
MultiViewCNN,1,2,1,0.0005,0.0001,0.2,10.0,5.0,0.6391231379201335,,,
MultiViewCNN,1,2,1,0.0005,0.0001,0.2,10.0,6.0,0.6258275393516787,,,
MultiViewCNN,1,2,1,0.0005,0.0001,0.2,10.0,7.0,0.6121529590698981,,,
MultiViewCNN,1,2,1,0.0005,0.0001,0.2,10.0,8.0,0.6012763534822771,,,
MultiViewCNN,1,2,1,0.0005,0.0001,0.2,10.0,9.0,0.6074411830594463,,,
MultiViewCNN,1,2,1,0.0005,0.0001,0.2,10.0,,,0.6013,,
MultiViewCNN,1,1,1,,,,,,,,1.0,0.5921
MultiViewCNN,1,0,2,0.0005,0.0001,0.3,10.0,0.0,0.6864933222532272,,,
MultiViewCNN,1,0,2,0.0005,0.0001,0.3,10.0,1.0,0.6738422214984894,,,
MultiViewCNN,1,0,2,0.0005,0.0001,0.3,10.0,2.0,0.6594903320074081,,,
MultiViewCNN,1,0,2,0.0005,0.0001,0.3,10.0,3.0,0.6423627734184265,,,
MultiViewCNN,1,0,2,0.0005,0.0001,0.3,10.0,4.0,0.6309812515974045,,,
MultiViewCNN,1,0,2,0.0005,0.0001,0.3,10.0,5.0,0.6174513697624207,,,
MultiViewCNN,1,0,2,0.0005,0.0001,0.3,10.0,6.0,0.5979699194431305,,,
MultiViewCNN,1,0,2,0.0005,0.0001,0.3,10.0,7.0,0.5833876132965088,,,
MultiViewCNN,1,0,2,0.0005,0.0001,0.3,10.0,8.0,0.5737981051206589,,,
MultiViewCNN,1,0,2,0.0005,0.0001,0.3,10.0,9.0,0.5618049576878548,,,
MultiViewCNN,1,0,2,0.0005,0.0001,0.3,10.0,,,0.5618,,
MultiViewCNN,1,1,2,0.0005,0.0001,0.3,10.0,0.0,0.6863659062693196,,,
MultiViewCNN,1,1,2,0.0005,0.0001,0.3,10.0,1.0,0.6781050620540496,,,
MultiViewCNN,1,1,2,0.0005,0.0001,0.3,10.0,2.0,0.6686696602452186,,,
MultiViewCNN,1,1,2,0.0005,0.0001,0.3,10.0,3.0,0.6625089491567304,,,
MultiViewCNN,1,1,2,0.0005,0.0001,0.3,10.0,4.0,0.6546412321829027,,,
MultiViewCNN,1,1,2,0.0005,0.0001,0.3,10.0,5.0,0.6500009625188766,,,
MultiViewCNN,1,1,2,0.0005,0.0001,0.3,10.0,6.0,0.6538405610669044,,,
MultiViewCNN,1,1,2,0.0005,0.0001,0.3,10.0,7.0,0.6448840825788437,,,
MultiViewCNN,1,1,2,0.0005,0.0001,0.3,10.0,8.0,0.6237100016686224,,,
MultiViewCNN,1,1,2,0.0005,0.0001,0.3,10.0,9.0,0.6083463353495444,,,
MultiViewCNN,1,1,2,0.0005,0.0001,0.3,10.0,,,0.6083,,
MultiViewCNN,1,2,2,0.0005,0.0001,0.3,10.0,0.0,0.6864947330567145,,,
MultiViewCNN,1,2,2,0.0005,0.0001,0.3,10.0,1.0,0.6780875209839113,,,
MultiViewCNN,1,2,2,0.0005,0.0001,0.3,10.0,2.0,0.6690710398458666,,,
MultiViewCNN,1,2,2,0.0005,0.0001,0.3,10.0,3.0,0.6653506428964676,,,
MultiViewCNN,1,2,2,0.0005,0.0001,0.3,10.0,4.0,0.6527738878803868,,,
MultiViewCNN,1,2,2,0.0005,0.0001,0.3,10.0,5.0,0.6475616481996351,,,
MultiViewCNN,1,2,2,0.0005,0.0001,0.3,10.0,6.0,0.6352423025715735,,,
MultiViewCNN,1,2,2,0.0005,0.0001,0.3,10.0,7.0,0.6324074441386808,,,
MultiViewCNN,1,2,2,0.0005,0.0001,0.3,10.0,8.0,0.5993778397960048,,,
MultiViewCNN,1,2,2,0.0005,0.0001,0.3,10.0,9.0,0.6083112551319984,,,
MultiViewCNN,1,2,2,0.0005,0.0001,0.3,10.0,,,0.5994,,
MultiViewCNN,1,1,2,,,,,,,,1.0,0.5898
MultiViewCNN,1,0,3,0.0005,0.0001,0.4,10.0,0.0,0.6938970983028412,,,
MultiViewCNN,1,0,3,0.0005,0.0001,0.4,10.0,1.0,0.6832591742277145,,,
MultiViewCNN,1,0,3,0.0005,0.0001,0.4,10.0,2.0,0.670607402920723,,,
MultiViewCNN,1,0,3,0.0005,0.0001,0.4,10.0,3.0,0.6586485505104065,,,
MultiViewCNN,1,0,3,0.0005,0.0001,0.4,10.0,4.0,0.648372232913971,,,
MultiViewCNN,1,0,3,0.0005,0.0001,0.4,10.0,5.0,0.6377180069684982,,,
MultiViewCNN,1,0,3,0.0005,0.0001,0.4,10.0,6.0,0.6271127164363861,,,
MultiViewCNN,1,0,3,0.0005,0.0001,0.4,10.0,7.0,0.6202710717916489,,,
MultiViewCNN,1,0,3,0.0005,0.0001,0.4,10.0,8.0,0.6155098974704742,,,
MultiViewCNN,1,0,3,0.0005,0.0001,0.4,10.0,9.0,0.598029226064682,,,
MultiViewCNN,1,0,3,0.0005,0.0001,0.4,10.0,,,0.598,,
MultiViewCNN,1,1,3,0.0005,0.0001,0.4,10.0,0.0,0.6878751574024078,,,
MultiViewCNN,1,1,3,0.0005,0.0001,0.4,10.0,1.0,0.6798942915854915,,,
MultiViewCNN,1,1,3,0.0005,0.0001,0.4,10.0,2.0,0.6693652252997121,,,
MultiViewCNN,1,1,3,0.0005,0.0001,0.4,10.0,3.0,0.6569799511663376,,,
MultiViewCNN,1,1,3,0.0005,0.0001,0.4,10.0,4.0,0.6471539332020667,,,
MultiViewCNN,1,1,3,0.0005,0.0001,0.4,10.0,5.0,0.6394667933064122,,,
MultiViewCNN,1,1,3,0.0005,0.0001,0.4,10.0,6.0,0.6366854829172934,,,
MultiViewCNN,1,1,3,0.0005,0.0001,0.4,10.0,7.0,0.6182506103669444,,,
MultiViewCNN,1,1,3,0.0005,0.0001,0.4,10.0,8.0,0.609885775273846,,,
MultiViewCNN,1,1,3,0.0005,0.0001,0.4,10.0,9.0,0.5993747691954335,,,
MultiViewCNN,1,1,3,0.0005,0.0001,0.4,10.0,,,0.5994,,
MultiViewCNN,1,2,3,0.0005,0.0001,0.4,10.0,0.0,0.6880361668525203,,,
MultiViewCNN,1,2,3,0.0005,0.0001,0.4,10.0,1.0,0.6807560824578808,,,
MultiViewCNN,1,2,3,0.0005,0.0001,0.4,10.0,2.0,0.6742334212026289,,,
MultiViewCNN,1,2,3,0.0005,0.0001,0.4,10.0,3.0,0.6666476322758582,,,
MultiViewCNN,1,2,3,0.0005,0.0001,0.4,10.0,4.0,0.660387106480137,,,
MultiViewCNN,1,2,3,0.0005,0.0001,0.4,10.0,5.0,0.6530319644558814,,,
MultiViewCNN,1,2,3,0.0005,0.0001,0.4,10.0,6.0,0.6474642926646818,,,
MultiViewCNN,1,2,3,0.0005,0.0001,0.4,10.0,7.0,0.6395081377798512,,,
MultiViewCNN,1,2,3,0.0005,0.0001,0.4,10.0,8.0,0.6336069318556017,,,
MultiViewCNN,1,2,3,0.0005,0.0001,0.4,10.0,9.0,0.6260092469953722,,,
MultiViewCNN,1,2,3,0.0005,0.0001,0.4,10.0,,,0.626,,
MultiViewCNN,1,1,3,,,,,,,,1.0,0.6078
MultiViewCNN,1,0,4,0.0005,1e-06,0.2,10.0,0.0,0.690012589097023,,,
MultiViewCNN,1,0,4,0.0005,1e-06,0.2,10.0,1.0,0.6759366989135742,,,
MultiViewCNN,1,0,4,0.0005,1e-06,0.2,10.0,2.0,0.6655426323413849,,,
MultiViewCNN,1,0,4,0.0005,1e-06,0.2,10.0,3.0,0.6570885628461838,,,
MultiViewCNN,1,0,4,0.0005,1e-06,0.2,10.0,4.0,0.6464779675006866,,,
MultiViewCNN,1,0,4,0.0005,1e-06,0.2,10.0,5.0,0.6341434121131897,,,
MultiViewCNN,1,0,4,0.0005,1e-06,0.2,10.0,6.0,0.6273278295993805,,,
MultiViewCNN,1,0,4,0.0005,1e-06,0.2,10.0,7.0,0.6151906847953796,,,
MultiViewCNN,1,0,4,0.0005,1e-06,0.2,10.0,8.0,0.6014793664216995,,,
MultiViewCNN,1,0,4,0.0005,1e-06,0.2,10.0,9.0,0.5847764760255814,,,
MultiViewCNN,1,0,4,0.0005,1e-06,0.2,10.0,,,0.5848,,
MultiViewCNN,1,1,4,0.0005,1e-06,0.2,10.0,0.0,0.6862188096969358,,,
MultiViewCNN,1,1,4,0.0005,1e-06,0.2,10.0,1.0,0.6737468838691711,,,
MultiViewCNN,1,1,4,0.0005,1e-06,0.2,10.0,2.0,0.6584226027611764,,,
MultiViewCNN,1,1,4,0.0005,1e-06,0.2,10.0,3.0,0.6406303009679241,,,
MultiViewCNN,1,1,4,0.0005,1e-06,0.2,10.0,4.0,0.6396564822043141,,,
MultiViewCNN,1,1,4,0.0005,1e-06,0.2,10.0,5.0,0.6196853114712623,,,
MultiViewCNN,1,1,4,0.0005,1e-06,0.2,10.0,6.0,0.6082300793740057,,,
MultiViewCNN,1,1,4,0.0005,1e-06,0.2,10.0,7.0,0.5876361939214891,,,
MultiViewCNN,1,1,4,0.0005,1e-06,0.2,10.0,8.0,0.5893814486842002,,,
MultiViewCNN,1,1,4,0.0005,1e-06,0.2,10.0,9.0,0.5787579724865575,,,
MultiViewCNN,1,1,4,0.0005,1e-06,0.2,10.0,,,0.5788,,
MultiViewCNN,1,2,4,0.0005,1e-06,0.2,10.0,0.0,0.6867636346047924,,,
MultiViewCNN,1,2,4,0.0005,1e-06,0.2,10.0,1.0,0.6777553154576209,,,
MultiViewCNN,1,2,4,0.0005,1e-06,0.2,10.0,2.0,0.666318791527902,,,
MultiViewCNN,1,2,4,0.0005,1e-06,0.2,10.0,3.0,0.6529975994940727,,,
MultiViewCNN,1,2,4,0.0005,1e-06,0.2,10.0,4.0,0.6433159420567174,,,
MultiViewCNN,1,2,4,0.0005,1e-06,0.2,10.0,5.0,0.6331078910058544,,,
MultiViewCNN,1,2,4,0.0005,1e-06,0.2,10.0,6.0,0.6217792303331436,,,
MultiViewCNN,1,2,4,0.0005,1e-06,0.2,10.0,7.0,0.6145890624292435,,,
MultiViewCNN,1,2,4,0.0005,1e-06,0.2,10.0,8.0,0.6002412169210373,,,
MultiViewCNN,1,2,4,0.0005,1e-06,0.2,10.0,9.0,0.5831556224053905,,,
MultiViewCNN,1,2,4,0.0005,1e-06,0.2,10.0,,,0.5832,,
MultiViewCNN,1,1,4,,,,,,,,1.0,0.5822
MultiViewCNN,1,0,5,0.0002,0.0001,0.2,10.0,0.0,0.6909635066986084,,,
MultiViewCNN,1,0,5,0.0002,0.0001,0.2,10.0,1.0,0.6859946846961975,,,
MultiViewCNN,1,0,5,0.0002,0.0001,0.2,10.0,2.0,0.6768606603145599,,,
MultiViewCNN,1,0,5,0.0002,0.0001,0.2,10.0,3.0,0.6687086224555969,,,
MultiViewCNN,1,0,5,0.0002,0.0001,0.2,10.0,4.0,0.662339374423027,,,
MultiViewCNN,1,0,5,0.0002,0.0001,0.2,10.0,5.0,0.6569271385669708,,,
MultiViewCNN,1,0,5,0.0002,0.0001,0.2,10.0,6.0,0.6518844068050385,,,
MultiViewCNN,1,0,5,0.0002,0.0001,0.2,10.0,7.0,0.6467080861330032,,,
MultiViewCNN,1,0,5,0.0002,0.0001,0.2,10.0,8.0,0.6419570595026016,,,
MultiViewCNN,1,0,5,0.0002,0.0001,0.2,10.0,9.0,0.6376830190420151,,,
MultiViewCNN,1,0,5,0.0002,0.0001,0.2,10.0,,,0.6377,,
MultiViewCNN,1,1,5,0.0002,0.0001,0.2,10.0,0.0,0.6880555672030295,,,
MultiViewCNN,1,1,5,0.0002,0.0001,0.2,10.0,1.0,0.6809766484845069,,,
MultiViewCNN,1,1,5,0.0002,0.0001,0.2,10.0,2.0,0.6716596734139227,,,
MultiViewCNN,1,1,5,0.0002,0.0001,0.2,10.0,3.0,0.6635015760698626,,,
MultiViewCNN,1,1,5,0.0002,0.0001,0.2,10.0,4.0,0.6567763686180115,,,
MultiViewCNN,1,1,5,0.0002,0.0001,0.2,10.0,5.0,0.6523398180161754,,,
MultiViewCNN,1,1,5,0.0002,0.0001,0.2,10.0,6.0,0.6438435066130853,,,
MultiViewCNN,1,1,5,0.0002,0.0001,0.2,10.0,7.0,0.6412635022594083,,,
MultiViewCNN,1,1,5,0.0002,0.0001,0.2,10.0,8.0,0.6380058161674007,,,
MultiViewCNN,1,1,5,0.0002,0.0001,0.2,10.0,9.0,0.6328583494309457,,,
MultiViewCNN,1,1,5,0.0002,0.0001,0.2,10.0,,,0.6329,,
MultiViewCNN,1,2,5,0.0002,0.0001,0.2,10.0,0.0,0.6959680837969626,,,
MultiViewCNN,1,2,5,0.0002,0.0001,0.2,10.0,1.0,0.6902784743616658,,,
MultiViewCNN,1,2,5,0.0002,0.0001,0.2,10.0,2.0,0.6839250902975759,,,
MultiViewCNN,1,2,5,0.0002,0.0001,0.2,10.0,3.0,0.677132902606841,,,
MultiViewCNN,1,2,5,0.0002,0.0001,0.2,10.0,4.0,0.6709779193324428,,,
MultiViewCNN,1,2,5,0.0002,0.0001,0.2,10.0,5.0,0.6661314656657558,,,
MultiViewCNN,1,2,5,0.0002,0.0001,0.2,10.0,6.0,0.6611605459643949,,,
MultiViewCNN,1,2,5,0.0002,0.0001,0.2,10.0,7.0,0.6567680431950477,,,
MultiViewCNN,1,2,5,0.0002,0.0001,0.2,10.0,8.0,0.6527889467054798,,,
MultiViewCNN,1,2,5,0.0002,0.0001,0.2,10.0,9.0,0.6481319877409166,,,
MultiViewCNN,1,2,5,0.0002,0.0001,0.2,10.0,,,0.6481,,
MultiViewCNN,1,1,5,,,,,,,,1.0,0.6396
MultiViewCNN,1,0,6,0.0008,0.0001,0.2,10.0,0.0,0.6797020882368088,,,
MultiViewCNN,1,0,6,0.0008,0.0001,0.2,10.0,1.0,0.664789229631424,,,
MultiViewCNN,1,0,6,0.0008,0.0001,0.2,10.0,2.0,0.6453594863414764,,,
MultiViewCNN,1,0,6,0.0008,0.0001,0.2,10.0,3.0,0.6293215453624725,,,
MultiViewCNN,1,0,6,0.0008,0.0001,0.2,10.0,4.0,0.6108873337507248,,,
MultiViewCNN,1,0,6,0.0008,0.0001,0.2,10.0,5.0,0.5978608280420303,,,
MultiViewCNN,1,0,6,0.0008,0.0001,0.2,10.0,6.0,0.5807792991399765,,,
MultiViewCNN,1,0,6,0.0008,0.0001,0.2,10.0,7.0,0.5798366516828537,,,
MultiViewCNN,1,0,6,0.0008,0.0001,0.2,10.0,8.0,0.5325230658054352,,,
MultiViewCNN,1,0,6,0.0008,0.0001,0.2,10.0,9.0,0.5202333405613899,,,
MultiViewCNN,1,0,6,0.0008,0.0001,0.2,10.0,,,0.5202,,
MultiViewCNN,1,1,6,0.0008,0.0001,0.2,10.0,0.0,0.6827292865322482,,,
MultiViewCNN,1,1,6,0.0008,0.0001,0.2,10.0,1.0,0.6639598108107044,,,
MultiViewCNN,1,1,6,0.0008,0.0001,0.2,10.0,2.0,0.6421785796842268,,,
MultiViewCNN,1,1,6,0.0008,0.0001,0.2,10.0,3.0,0.6243846147291122,,,
MultiViewCNN,1,1,6,0.0008,0.0001,0.2,10.0,4.0,0.6000754717857607,,,
MultiViewCNN,1,1,6,0.0008,0.0001,0.2,10.0,5.0,0.5978879351769725,,,
MultiViewCNN,1,1,6,0.0008,0.0001,0.2,10.0,6.0,0.555807480888982,,,
MultiViewCNN,1,1,6,0.0008,0.0001,0.2,10.0,7.0,0.5447260968146785,,,
MultiViewCNN,1,1,6,0.0008,0.0001,0.2,10.0,8.0,0.5501749880852238,,,
MultiViewCNN,1,1,6,0.0008,0.0001,0.2,10.0,9.0,0.5085129161034861,,,
MultiViewCNN,1,1,6,0.0008,0.0001,0.2,10.0,,,0.5085,,
MultiViewCNN,1,2,6,0.0008,0.0001,0.2,10.0,0.0,0.6883464224876896,,,
MultiViewCNN,1,2,6,0.0008,0.0001,0.2,10.0,1.0,0.6739234905089101,,,
MultiViewCNN,1,2,6,0.0008,0.0001,0.2,10.0,2.0,0.6591537075657998,,,
MultiViewCNN,1,2,6,0.0008,0.0001,0.2,10.0,3.0,0.6449487997639564,,,
MultiViewCNN,1,2,6,0.0008,0.0001,0.2,10.0,4.0,0.6290379762649536,,,
MultiViewCNN,1,2,6,0.0008,0.0001,0.2,10.0,5.0,0.6141639832527407,,,
MultiViewCNN,1,2,6,0.0008,0.0001,0.2,10.0,6.0,0.5900520317016109,,,
MultiViewCNN,1,2,6,0.0008,0.0001,0.2,10.0,7.0,0.5663547323596093,,,
MultiViewCNN,1,2,6,0.0008,0.0001,0.2,10.0,8.0,0.5651667848710091,,,
MultiViewCNN,1,2,6,0.0008,0.0001,0.2,10.0,9.0,0.57522681836159,,,
MultiViewCNN,1,2,6,0.0008,0.0001,0.2,10.0,,,0.5652,,
MultiViewCNN,1,1,6,,,,,,,,1.0,0.5313
MultiViewCNN,1,0,7,0.0007,0.0001,0.2,10.0,0.0,0.6843678653240204,,,
MultiViewCNN,1,0,7,0.0007,0.0001,0.2,10.0,1.0,0.6730088293552399,,,
MultiViewCNN,1,0,7,0.0007,0.0001,0.2,10.0,2.0,0.6605234891176224,,,
MultiViewCNN,1,0,7,0.0007,0.0001,0.2,10.0,3.0,0.6521744430065155,,,
MultiViewCNN,1,0,7,0.0007,0.0001,0.2,10.0,4.0,0.6444085240364075,,,
MultiViewCNN,1,0,7,0.0007,0.0001,0.2,10.0,5.0,0.6360124349594116,,,
MultiViewCNN,1,0,7,0.0007,0.0001,0.2,10.0,6.0,0.6292571574449539,,,
MultiViewCNN,1,0,7,0.0007,0.0001,0.2,10.0,7.0,0.6206071674823761,,,
MultiViewCNN,1,0,7,0.0007,0.0001,0.2,10.0,8.0,0.6123179793357849,,,
MultiViewCNN,1,0,7,0.0007,0.0001,0.2,10.0,9.0,0.6540697515010834,,,
MultiViewCNN,1,0,7,0.0007,0.0001,0.2,10.0,,,0.6123,,
MultiViewCNN,1,1,7,0.0007,0.0001,0.2,10.0,0.0,0.684715784365131,,,
MultiViewCNN,1,1,7,0.0007,0.0001,0.2,10.0,1.0,0.6709128522103832,,,
MultiViewCNN,1,1,7,0.0007,0.0001,0.2,10.0,2.0,0.6611720092834965,,,
MultiViewCNN,1,1,7,0.0007,0.0001,0.2,10.0,3.0,0.6491843327399223,,,
MultiViewCNN,1,1,7,0.0007,0.0001,0.2,10.0,4.0,0.6433193145259735,,,
MultiViewCNN,1,1,7,0.0007,0.0001,0.2,10.0,5.0,0.6314836067538108,,,
MultiViewCNN,1,1,7,0.0007,0.0001,0.2,10.0,6.0,0.6174680071492349,,,
MultiViewCNN,1,1,7,0.0007,0.0001,0.2,10.0,7.0,0.6063617006424935,,,
MultiViewCNN,1,1,7,0.0007,0.0001,0.2,10.0,8.0,0.5886179747120026,,,
MultiViewCNN,1,1,7,0.0007,0.0001,0.2,10.0,9.0,0.5757403700582443,,,
MultiViewCNN,1,1,7,0.0007,0.0001,0.2,10.0,,,0.5757,,
MultiViewCNN,1,2,7,0.0007,0.0001,0.2,10.0,0.0,0.6827465680337721,,,
MultiViewCNN,1,2,7,0.0007,0.0001,0.2,10.0,1.0,0.6674396203410241,,,
MultiViewCNN,1,2,7,0.0007,0.0001,0.2,10.0,2.0,0.6469574955201918,,,
MultiViewCNN,1,2,7,0.0007,0.0001,0.2,10.0,3.0,0.629866244331483,,,
MultiViewCNN,1,2,7,0.0007,0.0001,0.2,10.0,4.0,0.6126188751189939,,,
MultiViewCNN,1,2,7,0.0007,0.0001,0.2,10.0,5.0,0.5928357339674427,,,
MultiViewCNN,1,2,7,0.0007,0.0001,0.2,10.0,6.0,0.5816537161027232,,,
MultiViewCNN,1,2,7,0.0007,0.0001,0.2,10.0,7.0,0.5597503992819017,,,
MultiViewCNN,1,2,7,0.0007,0.0001,0.2,10.0,8.0,0.5970350215511937,,,
MultiViewCNN,1,2,7,0.0007,0.0001,0.2,10.0,9.0,0.542259810432311,,,
MultiViewCNN,1,2,7,0.0007,0.0001,0.2,10.0,,,0.5423,,
MultiViewCNN,1,1,7,,,,,,,,1.0,0.5768
MultiViewCNN,1,0,8,0.0008,0.0001,0.3,10.0,0.0,0.6857707798480988,,,
MultiViewCNN,1,0,8,0.0008,0.0001,0.3,10.0,1.0,0.6733187437057495,,,
MultiViewCNN,1,0,8,0.0008,0.0001,0.3,10.0,2.0,0.6572711765766144,,,
MultiViewCNN,1,0,8,0.0008,0.0001,0.3,10.0,3.0,0.6397952735424042,,,
MultiViewCNN,1,0,8,0.0008,0.0001,0.3,10.0,4.0,0.6253255009651184,,,
MultiViewCNN,1,0,8,0.0008,0.0001,0.3,10.0,5.0,0.6096899807453156,,,
MultiViewCNN,1,0,8,0.0008,0.0001,0.3,10.0,6.0,0.6035220175981522,,,
MultiViewCNN,1,0,8,0.0008,0.0001,0.3,10.0,7.0,0.5825529396533966,,,
MultiViewCNN,1,0,8,0.0008,0.0001,0.3,10.0,8.0,0.58086858689785,,,
MultiViewCNN,1,0,8,0.0008,0.0001,0.3,10.0,9.0,0.5710152089595795,,,
MultiViewCNN,1,0,8,0.0008,0.0001,0.3,10.0,,,0.571,,
MultiViewCNN,1,1,8,0.0008,0.0001,0.3,10.0,0.0,0.6862033432529818,,,
MultiViewCNN,1,1,8,0.0008,0.0001,0.3,10.0,1.0,0.6699824698509709,,,
MultiViewCNN,1,1,8,0.0008,0.0001,0.3,10.0,2.0,0.6539811453511638,,,
MultiViewCNN,1,1,8,0.0008,0.0001,0.3,10.0,3.0,0.6296841713689989,,,
MultiViewCNN,1,1,8,0.0008,0.0001,0.3,10.0,4.0,0.6209299602816182,,,
MultiViewCNN,1,1,8,0.0008,0.0001,0.3,10.0,5.0,0.6004205365334788,,,
MultiViewCNN,1,1,8,0.0008,0.0001,0.3,10.0,6.0,0.5794904866526204,,,
MultiViewCNN,1,1,8,0.0008,0.0001,0.3,10.0,7.0,0.563975324553828,,,
MultiViewCNN,1,1,8,0.0008,0.0001,0.3,10.0,8.0,0.5448968468173858,,,
MultiViewCNN,1,1,8,0.0008,0.0001,0.3,10.0,9.0,0.539292908483936,,,
MultiViewCNN,1,1,8,0.0008,0.0001,0.3,10.0,,,0.5393,,
MultiViewCNN,1,2,8,0.0008,0.0001,0.3,10.0,0.0,0.6890976025212195,,,
MultiViewCNN,1,2,8,0.0008,0.0001,0.3,10.0,1.0,0.6697287674873106,,,
MultiViewCNN,1,2,8,0.0008,0.0001,0.3,10.0,2.0,0.6407845289476456,,,
MultiViewCNN,1,2,8,0.0008,0.0001,0.3,10.0,3.0,0.615038889069711,,,
MultiViewCNN,1,2,8,0.0008,0.0001,0.3,10.0,4.0,0.5908518452798167,,,
MultiViewCNN,1,2,8,0.0008,0.0001,0.3,10.0,5.0,0.5812314960264391,,,
MultiViewCNN,1,2,8,0.0008,0.0001,0.3,10.0,6.0,0.5454039996670138,,,
MultiViewCNN,1,2,8,0.0008,0.0001,0.3,10.0,7.0,0.5884940893419327,,,
MultiViewCNN,1,2,8,0.0008,0.0001,0.3,10.0,8.0,0.6722549719195212,,,
MultiViewCNN,1,2,8,0.0008,0.0001,0.3,10.0,9.0,0.49134676687179074,,,
MultiViewCNN,1,2,8,0.0008,0.0001,0.3,10.0,,,0.4913,,
MultiViewCNN,1,1,8,,,,,,,,1.0,0.5339
MultiViewCNN,2,0,1,0.0005,0.0001,0.2,10.0,0.0,0.6949091553688049,,,
MultiViewCNN,2,0,1,0.0005,0.0001,0.2,10.0,1.0,0.684845820069313,,,
MultiViewCNN,2,0,1,0.0005,0.0001,0.2,10.0,2.0,0.669401690363884,,,
MultiViewCNN,2,0,1,0.0005,0.0001,0.2,10.0,3.0,0.6465546786785126,,,
MultiViewCNN,2,0,1,0.0005,0.0001,0.2,10.0,4.0,0.6308641731739044,,,
MultiViewCNN,2,0,1,0.0005,0.0001,0.2,10.0,5.0,0.6166395395994186,,,
MultiViewCNN,2,0,1,0.0005,0.0001,0.2,10.0,6.0,0.6064163073897362,,,
MultiViewCNN,2,0,1,0.0005,0.0001,0.2,10.0,7.0,0.5957919210195541,,,
MultiViewCNN,2,0,1,0.0005,0.0001,0.2,10.0,8.0,0.593585878610611,,,
MultiViewCNN,2,0,1,0.0005,0.0001,0.2,10.0,9.0,0.5860026180744171,,,
MultiViewCNN,2,0,1,0.0005,0.0001,0.2,10.0,,,0.586,,
MultiViewCNN,2,1,1,0.0005,0.0001,0.2,10.0,0.0,0.6876045792333542,,,
