Timestamp;		 Model;OuterFold;InnerFold;HPset;Epoch;TrainLoss;TrainAcc;ValLoss;ValAcc;AUC;EMA_ValLoss;LR;NoImprove;LrDrop;EsTriggered;BestValLoss;BestEpoch
09/02/25 - 10:32 ;		 MultiViewCNN;1;1;3;19;0.6026638111760539;0.7258064516129032;0.6066733348754144;0.6774193548387096;0.76890756302521;0.6158451037191894;0.0002;0;0;0;0.6066733348754144;19
09/02/25 - 10:33 ;		 MultiViewCNN;1;1;3;20;0.6131255761269601;0.7258064516129032;0.6069564761654023;0.6451612903225806;0.7731092436974789;0.6131785154530532;0.0002;0;0;0;0.6069564761654023;20
09/02/25 - 10:33 ;		 MultiViewCNN;1;1;3;21;0.5926898333334154;0.7419354838709677;0.6047803028937309;0.7096774193548387;0.773109243697479;0.6106590516852565;0.0002;0;0;0;0.6047803028937309;21
09/02/25 - 10:34 ;		 MultiViewCNN;1;1;3;22;0.6035260846537929;0.7419354838709677;0.5999478813140623;0.6451612903225806;0.773109243697479;0.6074457005738982;0.0002;0;0;0;0.5999478813140623;22
09/02/25 - 10:34 ;		 MultiViewCNN;1;1;3;23;0.5587123344021458;0.7903225806451613;0.5931864457745706;0.6774193548387096;0.76890756302521;0.6031679241340999;0.0002;0;0;0;0.5931864457745706;23
09/02/25 - 10:35 ;		 MultiViewCNN;1;1;3;24;0.5648410339509288;0.7741935483870968;0.5884426428425696;0.6774193548387096;0.7731092436974789;0.5987503397466408;0.0002;0;0;0;0.5884426428425696;24
09/02/25 - 10:35 ;		 MultiViewCNN;1;1;3;25;0.5656488114787687;0.7580645161290323;0.5822809127069288;0.7096774193548387;0.76890756302521;0.5938095116347272;0.0002;0;0;0;0.5822809127069288;25
09/02/25 - 10:36 ;		 MultiViewCNN;1;1;3;26;0.5310624337965443;0.8225806451612904;0.5821803952417066;0.6451612903225806;0.7773109243697479;0.5903207767168209;0.0002;0;0;0;0.5821803952417066;26
09/02/25 - 10:37 ;		 MultiViewCNN;1;1;3;27;0.5244656935814889;0.8387096774193549;0.5773783681854125;0.6451612903225806;0.7731092436974789;0.5864380541573984;0.0002;0;0;0;0.5773783681854125;27
09/02/25 - 10:37 ;		 MultiViewCNN;1;1;3;28;0.5517059006998616;0.6935483870967742;0.5787870047553894;0.6774193548387096;0.7773109243697479;0.5841427393367956;0.0002;0;0;0;0.5787870047553894;28
09/02/25 - 10:38 ;		 MultiViewCNN;1;1;3;29;0.5287765860557556;0.8064516129032258;0.5688167839281021;0.7096774193548387;0.7857142857142857;0.5795449527141875;0.0002;0;0;0;0.5688167839281021;29
09/02/25 - 10:38 ;		 MultiViewCNN;1;1;4;0;0.6941808596734078;0.5161290322580645;0.685968897035045;0.6451612903225806;0.773109243697479;0.685968897035045;0.0002;0;0;0;0.685968897035045;0
09/02/25 - 10:39 ;		 MultiViewCNN;1;1;4;1;0.6815029728797174;0.6129032258064516;0.6819403075402782;0.6451612903225806;0.8109243697478992;0.684760320186615;0.0002;1;0;0;0.685968897035045;0
09/02/25 - 10:39 ;		 MultiViewCNN;1;1;4;2;0.6834192218319062;0.5645161290322581;0.6757951186549279;0.6774193548387096;0.8025210084033614;0.6820707597271088;0.0002;0;0;0;0.6757951186549279;2
09/02/25 - 10:40 ;		 MultiViewCNN;1;1;4;3;0.675277833015688;0.6612903225806451;0.6692819345381952;0.6451612903225806;0.7899159663865547;0.6782341121704347;0.0002;0;0;0;0.6692819345381952;3
09/02/25 - 10:40 ;		 MultiViewCNN;1;1;4;4;0.6796094236835357;0.5806451612903226;0.6629134051261409;0.5806451612903226;0.7647058823529411;0.6736379000571466;0.0002;0;0;0;0.6629134051261409;4
09/02/25 - 10:41 ;		 MultiViewCNN;1;1;4;5;0.6567273236090138;0.7258064516129032;0.6580466512710818;0.5806451612903226;0.7605042016806722;0.6689605254213271;0.0002;0;0;0;0.6580466512710818;5
09/02/25 - 10:42 ;		 MultiViewCNN;1;1;4;6;0.6566773826076139;0.6612903225806451;0.6534652344642147;0.5806451612903226;0.7521008403361344;0.6643119381341933;0.0002;0;0;0;0.6534652344642147;6
09/02/25 - 10:42 ;		 MultiViewCNN;1;1;4;7;0.6564184196533696;0.7258064516129032;0.648667412419473;0.6129032258064516;0.7563025210084033;0.6596185804197772;0.0002;0;0;0;0.648667412419473;7
09/02/25 - 10:43 ;		 MultiViewCNN;1;1;4;8;0.6599231516161272;0.6612903225806451;0.6443883988165087;0.6129032258064516;0.7605042016806722;0.6550495259387966;0.0002;0;0;0;0.6443883988165087;8
